Brand,Model,Series,RAM,Storage,Cashify Price (INR),Cashify + 3% Price (INR),Cashify Link
"Samsung","Galaxy S25 Ultra","S Series","8 GB","512 GB",90000,92700,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s25-ultra-8-gb-512-gb"
"Samsung","Galaxy S25 Ultra","S Series","8 GB","1024 GB",95000,97850,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s25-ultra-8-gb-1024-gb"
"Samsung","Galaxy S25 Ultra","S Series","12 GB","256 GB",86900,89507,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s25-ultra-12-gb-256-gb"
"Samsung","Galaxy S25 Ultra","S Series","12 GB","512 GB",92400,95172,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s25-ultra-12-gb-512-gb"
"Samsung","Galaxy S25 Ultra","S Series","12 GB","1024 GB",97400,100322,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s25-ultra-12-gb-1024-gb"
"Samsung","Galaxy S25 Ultra","S Series","16 GB","256 GB",89300,91979,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s25-ultra-16-gb-256-gb"
"Samsung","Galaxy S25 Ultra","S Series","16 GB","512 GB",94800,97644,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s25-ultra-16-gb-512-gb"
"Samsung","Galaxy S25 Ultra","S Series","16 GB","1024 GB",99800,102794,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s25-ultra-16-gb-1024-gb"
"Samsung","Galaxy S21","S Series","6 GB","128 GB",6500,6695,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s21-6-gb-128-gb"
"Samsung","Galaxy S21","S Series","6 GB","256 GB",12500,12875,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s21-6-gb-256-gb"
"Samsung","Galaxy S21","S Series","6 GB","512 GB",18000,18540,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s21-6-gb-512-gb"
"Samsung","Galaxy S21","S Series","8 GB","128 GB",7700,7931,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s21-8-gb-128-gb"
"Samsung","Galaxy S21","S Series","8 GB","256 GB",13700,14111,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s21-8-gb-256-gb"
"Samsung","Galaxy S21","S Series","8 GB","512 GB",19200,19776,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s21-8-gb-512-gb"
"Samsung","Galaxy S21","S Series","12 GB","128 GB",10100,10403,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s21-12-gb-128-gb"
"Samsung","Galaxy S21","S Series","12 GB","256 GB",16100,16583,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s21-12-gb-256-gb"
"Samsung","Galaxy S21","S Series","12 GB","512 GB",21600,22248,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s21-12-gb-512-gb"
"Samsung","Galaxy S22","S Series","6 GB","128 GB",6500,6695,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s22-6-gb-128-gb"
"Samsung","Galaxy S22","S Series","6 GB","256 GB",12500,12875,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s22-6-gb-256-gb"
"Samsung","Galaxy S22","S Series","6 GB","512 GB",18000,18540,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s22-6-gb-512-gb"
"Samsung","Galaxy S22","S Series","8 GB","128 GB",7700,7931,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s22-8-gb-128-gb"
"Samsung","Galaxy S22","S Series","8 GB","256 GB",13700,14111,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s22-8-gb-256-gb"
"Samsung","Galaxy S22","S Series","8 GB","512 GB",19200,19776,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s22-8-gb-512-gb"
"Samsung","Galaxy S22","S Series","12 GB","128 GB",10100,10403,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s22-12-gb-128-gb"
"Samsung","Galaxy S22","S Series","12 GB","256 GB",16100,16583,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s22-12-gb-256-gb"
"Samsung","Galaxy S22","S Series","12 GB","512 GB",21600,22248,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s22-12-gb-512-gb"
"Samsung","Galaxy S23","S Series","8 GB","128 GB",28000,28840,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s23-8-gb-128-gb"
"Samsung","Galaxy S23","S Series","8 GB","256 GB",34000,35020,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s23-8-gb-256-gb"
"Samsung","Galaxy S23","S Series","8 GB","512 GB",39500,40685,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s23-8-gb-512-gb"
"Samsung","Galaxy S23","S Series","8 GB","1024 GB",44500,45835,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s23-8-gb-1024-gb"
"Samsung","Galaxy S23","S Series","12 GB","128 GB",30400,31312,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s23-12-gb-128-gb"
"Samsung","Galaxy S23","S Series","12 GB","256 GB",36400,37492,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s23-12-gb-256-gb"
"Samsung","Galaxy S23","S Series","12 GB","512 GB",41900,43157,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s23-12-gb-512-gb"
"Samsung","Galaxy S23","S Series","12 GB","1024 GB",46900,48307,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s23-12-gb-1024-gb"
"Samsung","Galaxy S24","S Series","8 GB","128 GB",35500,36565,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s24-8-gb-128-gb"
"Samsung","Galaxy S24","S Series","8 GB","256 GB",41500,42745,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s24-8-gb-256-gb"
"Samsung","Galaxy S24","S Series","8 GB","512 GB",47000,48410,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s24-8-gb-512-gb"
"Samsung","Galaxy S24","S Series","8 GB","1024 GB",52000,53560,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s24-8-gb-1024-gb"
"Samsung","Galaxy S24","S Series","12 GB","128 GB",37900,39037,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s24-12-gb-128-gb"
"Samsung","Galaxy S24","S Series","12 GB","256 GB",43900,45217,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s24-12-gb-256-gb"
"Samsung","Galaxy S24","S Series","12 GB","512 GB",49400,50882,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s24-12-gb-512-gb"
"Samsung","Galaxy S24","S Series","12 GB","1024 GB",54400,56032,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s24-12-gb-1024-gb"
"Samsung","Galaxy S25","S Series","8 GB","128 GB",41500,42745,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s25-8-gb-128-gb"
"Samsung","Galaxy S25","S Series","8 GB","256 GB",47500,48925,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s25-8-gb-256-gb"
"Samsung","Galaxy S25","S Series","8 GB","512 GB",53000,54590,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s25-8-gb-512-gb"
"Samsung","Galaxy S25","S Series","8 GB","1024 GB",58000,59740,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s25-8-gb-1024-gb"
"Samsung","Galaxy S25","S Series","12 GB","128 GB",43900,45217,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s25-12-gb-128-gb"
"Samsung","Galaxy S25","S Series","12 GB","256 GB",49900,51397,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s25-12-gb-256-gb"
"Samsung","Galaxy S25","S Series","12 GB","512 GB",55400,57062,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s25-12-gb-512-gb"
"Samsung","Galaxy S25","S Series","12 GB","1024 GB",60400,62212,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s25-12-gb-1024-gb"
"Samsung","Galaxy S21 Plus","S Series","6 GB","128 GB",10500,10815,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s21-plus-6-gb-128-gb"
"Samsung","Galaxy S21 Plus","S Series","6 GB","256 GB",16500,16995,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s21-plus-6-gb-256-gb"
"Samsung","Galaxy S21 Plus","S Series","6 GB","512 GB",22000,22660,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s21-plus-6-gb-512-gb"
"Samsung","Galaxy S21 Plus","S Series","8 GB","128 GB",11700,12051,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s21-plus-8-gb-128-gb"
"Samsung","Galaxy S21 Plus","S Series","8 GB","256 GB",17700,18231,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s21-plus-8-gb-256-gb"
"Samsung","Galaxy S21 Plus","S Series","8 GB","512 GB",23200,23896,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s21-plus-8-gb-512-gb"
"Samsung","Galaxy S21 Plus","S Series","12 GB","128 GB",14100,14523,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s21-plus-12-gb-128-gb"
"Samsung","Galaxy S21 Plus","S Series","12 GB","256 GB",20100,20703,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s21-plus-12-gb-256-gb"
"Samsung","Galaxy S21 Plus","S Series","12 GB","512 GB",25600,26368,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s21-plus-12-gb-512-gb"
"Samsung","Galaxy S22 Plus","S Series","8 GB","128 GB",23000,23690,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s22-plus-8-gb-128-gb"
"Samsung","Galaxy S22 Plus","S Series","8 GB","256 GB",29000,29870,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s22-plus-8-gb-256-gb"
"Samsung","Galaxy S22 Plus","S Series","8 GB","512 GB",34500,35535,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s22-plus-8-gb-512-gb"
"Samsung","Galaxy S22 Plus","S Series","8 GB","1024 GB",39500,40685,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s22-plus-8-gb-1024-gb"
"Samsung","Galaxy S22 Plus","S Series","12 GB","128 GB",25400,26162,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s22-plus-12-gb-128-gb"
"Samsung","Galaxy S22 Plus","S Series","12 GB","256 GB",31400,32342,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s22-plus-12-gb-256-gb"
"Samsung","Galaxy S22 Plus","S Series","12 GB","512 GB",36900,38007,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s22-plus-12-gb-512-gb"
"Samsung","Galaxy S22 Plus","S Series","12 GB","1024 GB",41900,43157,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s22-plus-12-gb-1024-gb"
"Samsung","Galaxy S23 Plus","S Series","8 GB","128 GB",32000,32960,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s23-plus-8-gb-128-gb"
"Samsung","Galaxy S23 Plus","S Series","8 GB","256 GB",38000,39140,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s23-plus-8-gb-256-gb"
"Samsung","Galaxy S23 Plus","S Series","8 GB","512 GB",43500,44805,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s23-plus-8-gb-512-gb"
"Samsung","Galaxy S23 Plus","S Series","8 GB","1024 GB",48500,49955,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s23-plus-8-gb-1024-gb"
"Samsung","Galaxy S23 Plus","S Series","12 GB","128 GB",34400,35432,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s23-plus-12-gb-128-gb"
"Samsung","Galaxy S23 Plus","S Series","12 GB","256 GB",40400,41612,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s23-plus-12-gb-256-gb"
"Samsung","Galaxy S23 Plus","S Series","12 GB","512 GB",45900,47277,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s23-plus-12-gb-512-gb"
"Samsung","Galaxy S23 Plus","S Series","12 GB","1024 GB",50900,52427,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s23-plus-12-gb-1024-gb"
"Samsung","Galaxy S24 Plus","S Series","8 GB","128 GB",39500,40685,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s24-plus-8-gb-128-gb"
"Samsung","Galaxy S24 Plus","S Series","8 GB","256 GB",45500,46865,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s24-plus-8-gb-256-gb"
"Samsung","Galaxy S24 Plus","S Series","8 GB","512 GB",51000,52530,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s24-plus-8-gb-512-gb"
"Samsung","Galaxy S24 Plus","S Series","8 GB","1024 GB",56000,57680,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s24-plus-8-gb-1024-gb"
"Samsung","Galaxy S24 Plus","S Series","12 GB","128 GB",41900,43157,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s24-plus-12-gb-128-gb"
"Samsung","Galaxy S24 Plus","S Series","12 GB","256 GB",47900,49337,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s24-plus-12-gb-256-gb"
"Samsung","Galaxy S24 Plus","S Series","12 GB","512 GB",53400,55002,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s24-plus-12-gb-512-gb"
"Samsung","Galaxy S24 Plus","S Series","12 GB","1024 GB",58400,60152,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s24-plus-12-gb-1024-gb"
"Samsung","Galaxy S25 Plus","S Series","8 GB","128 GB",74500,76735,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s25-plus-8-gb-128-gb"
"Samsung","Galaxy S25 Plus","S Series","8 GB","256 GB",80500,82915,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s25-plus-8-gb-256-gb"
"Samsung","Galaxy S25 Plus","S Series","8 GB","512 GB",86000,88580,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s25-plus-8-gb-512-gb"
"Samsung","Galaxy S25 Plus","S Series","8 GB","1024 GB",91000,93730,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s25-plus-8-gb-1024-gb"
"Samsung","Galaxy S25 Plus","S Series","12 GB","128 GB",76900,79207,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s25-plus-12-gb-128-gb"
"Samsung","Galaxy S25 Plus","S Series","12 GB","256 GB",82900,85387,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s25-plus-12-gb-256-gb"
"Samsung","Galaxy S25 Plus","S Series","12 GB","512 GB",88400,91052,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s25-plus-12-gb-512-gb"
"Samsung","Galaxy S25 Plus","S Series","12 GB","1024 GB",93400,96202,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s25-plus-12-gb-1024-gb"
"Samsung","Galaxy S25 Plus","S Series","16 GB","128 GB",79300,81679,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s25-plus-16-gb-128-gb"
"Samsung","Galaxy S25 Plus","S Series","16 GB","256 GB",85300,87859,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s25-plus-16-gb-256-gb"
"Samsung","Galaxy S25 Plus","S Series","16 GB","512 GB",90800,93524,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s25-plus-16-gb-512-gb"
"Samsung","Galaxy S25 Plus","S Series","16 GB","1024 GB",95800,98674,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s25-plus-16-gb-1024-gb"
"Samsung","Galaxy S21 FE","S Series","6 GB","128 GB",6500,6695,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s21-fe-6-gb-128-gb"
"Samsung","Galaxy S21 FE","S Series","6 GB","256 GB",12500,12875,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s21-fe-6-gb-256-gb"
"Samsung","Galaxy S21 FE","S Series","6 GB","512 GB",18000,18540,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s21-fe-6-gb-512-gb"
"Samsung","Galaxy S21 FE","S Series","8 GB","128 GB",7700,7931,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s21-fe-8-gb-128-gb"
"Samsung","Galaxy S21 FE","S Series","8 GB","256 GB",13700,14111,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s21-fe-8-gb-256-gb"
"Samsung","Galaxy S21 FE","S Series","8 GB","512 GB",19200,19776,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s21-fe-8-gb-512-gb"
"Samsung","Galaxy S21 FE","S Series","12 GB","128 GB",10100,10403,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s21-fe-12-gb-128-gb"
"Samsung","Galaxy S21 FE","S Series","12 GB","256 GB",16100,16583,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s21-fe-12-gb-256-gb"
"Samsung","Galaxy S21 FE","S Series","12 GB","512 GB",21600,22248,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s21-fe-12-gb-512-gb"
"Samsung","Galaxy S23 FE","S Series","6 GB","128 GB",11000,11330,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s23-fe-6-gb-128-gb"
"Samsung","Galaxy S23 FE","S Series","6 GB","256 GB",17000,17510,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s23-fe-6-gb-256-gb"
"Samsung","Galaxy S23 FE","S Series","6 GB","512 GB",22500,23175,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s23-fe-6-gb-512-gb"
"Samsung","Galaxy S23 FE","S Series","8 GB","128 GB",12200,12566,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s23-fe-8-gb-128-gb"
"Samsung","Galaxy S23 FE","S Series","8 GB","256 GB",18200,18746,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s23-fe-8-gb-256-gb"
"Samsung","Galaxy S23 FE","S Series","8 GB","512 GB",23700,24411,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s23-fe-8-gb-512-gb"
"Samsung","Galaxy S23 FE","S Series","12 GB","128 GB",14600,15038,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s23-fe-12-gb-128-gb"
"Samsung","Galaxy S23 FE","S Series","12 GB","256 GB",20600,21218,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s23-fe-12-gb-256-gb"
"Samsung","Galaxy S23 FE","S Series","12 GB","512 GB",26100,26883,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s23-fe-12-gb-512-gb"
"Samsung","Galaxy S24 FE","S Series","6 GB","128 GB",14500,14935,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s24-fe-6-gb-128-gb"
"Samsung","Galaxy S24 FE","S Series","6 GB","256 GB",20500,21115,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s24-fe-6-gb-256-gb"
"Samsung","Galaxy S24 FE","S Series","6 GB","512 GB",26000,26780,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s24-fe-6-gb-512-gb"
"Samsung","Galaxy S24 FE","S Series","8 GB","128 GB",15700,16171,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s24-fe-8-gb-128-gb"
"Samsung","Galaxy S24 FE","S Series","8 GB","256 GB",21700,22351,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s24-fe-8-gb-256-gb"
"Samsung","Galaxy S24 FE","S Series","8 GB","512 GB",27200,28016,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s24-fe-8-gb-512-gb"
"Samsung","Galaxy S24 FE","S Series","12 GB","128 GB",18100,18643,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s24-fe-12-gb-128-gb"
"Samsung","Galaxy S24 FE","S Series","12 GB","256 GB",24100,24823,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s24-fe-12-gb-256-gb"
"Samsung","Galaxy S24 FE","S Series","12 GB","512 GB",29600,30488,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-s24-fe-12-gb-512-gb"
"Samsung","Galaxy Z Flip 3","Z Fold & Z Flip","8 GB","128 GB",23000,23690,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-z-flip-3-8-gb-128-gb"
"Samsung","Galaxy Z Flip 3","Z Fold & Z Flip","8 GB","256 GB",29000,29870,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-z-flip-3-8-gb-256-gb"
"Samsung","Galaxy Z Flip 3","Z Fold & Z Flip","8 GB","512 GB",34500,35535,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-z-flip-3-8-gb-512-gb"
"Samsung","Galaxy Z Flip 3","Z Fold & Z Flip","8 GB","1024 GB",39500,40685,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-z-flip-3-8-gb-1024-gb"
"Samsung","Galaxy Z Flip 3","Z Fold & Z Flip","12 GB","128 GB",25400,26162,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-z-flip-3-12-gb-128-gb"
"Samsung","Galaxy Z Flip 3","Z Fold & Z Flip","12 GB","256 GB",31400,32342,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-z-flip-3-12-gb-256-gb"
"Samsung","Galaxy Z Flip 3","Z Fold & Z Flip","12 GB","512 GB",36900,38007,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-z-flip-3-12-gb-512-gb"
"Samsung","Galaxy Z Flip 3","Z Fold & Z Flip","12 GB","1024 GB",41900,43157,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-z-flip-3-12-gb-1024-gb"
"Samsung","Galaxy Z Flip 4","Z Fold & Z Flip","8 GB","128 GB",23000,23690,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-z-flip-4-8-gb-128-gb"
"Samsung","Galaxy Z Flip 4","Z Fold & Z Flip","8 GB","256 GB",29000,29870,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-z-flip-4-8-gb-256-gb"
"Samsung","Galaxy Z Flip 4","Z Fold & Z Flip","8 GB","512 GB",34500,35535,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-z-flip-4-8-gb-512-gb"
"Samsung","Galaxy Z Flip 4","Z Fold & Z Flip","8 GB","1024 GB",39500,40685,"https://www.cashify.in/sell-old-mobile-phone/used-samsung-galaxy-z-flip-4-8-gb-1024-gb"
